2026-05-04 10:42:44,945 - Bounce Left
2026-05-04 10:42:44,959 - Bounce Right
2026-05-04 10:42:44,959 - Bounce Bottom
2026-05-04 10:42:44,993 - Bounce Bottom
2026-05-04 10:42:45,044 - Bounce Left
2026-05-04 10:42:45,060 - Bounce Bottom
2026-05-04 10:42:45,091 - Bounce Top
2026-05-04 10:42:45,141 - Bounce Bottom
2026-05-04 10:42:45,158 - Bounce Top
2026-05-04 10:42:45,159 - Bounce Left
2026-05-04 10:42:45,174 - Bounce Left
2026-05-04 10:42:45,189 - Bounce Right
2026-05-04 10:42:45,207 - Bounce Bottom
2026-05-04 10:42:45,242 - Bounce Right
2026-05-04 10:42:45,242 - Bounce Right
2026-05-04 10:42:45,288 - Bounce Right
2026-05-04 10:42:45,289 - Bounce Left
2026-05-04 10:42:45,293 - Bounce Left
2026-05-04 10:42:45,324 - Bounce Left
2026-05-04 10:42:45,324 - Bounce Bottom
2026-05-04 10:42:45,391 - Bounce Left
2026-05-04 10:42:45,392 - Bounce Top
2026-05-04 10:42:45,408 - Bounce Bottom
2026-05-04 10:42:45,409 - Bounce Left
2026-05-04 10:42:45,409 - Bounce Bottom
2026-05-04 10:42:45,423 - Bounce Bottom
2026-05-04 10:42:45,440 - Bounce Right
2026-05-04 10:42:45,455 - Bounce Right
2026-05-04 10:42:45,475 - Bounce Bottom
2026-05-04 10:42:45,507 - Bounce Top
2026-05-04 10:42:45,508 - Bounce Left
2026-05-04 10:42:45,524 - Bounce Left
2026-05-04 10:42:45,524 - Bounce Top
2026-05-04 10:42:45,526 - Bounce Bottom
2026-05-04 10:42:45,540 - Bounce Right
2026-05-04 10:42:45,655 - Bounce Bottom
2026-05-04 10:42:45,672 - Bounce Bottom
2026-05-04 10:42:45,674 - Bounce Top
2026-05-04 10:42:45,689 - Bounce Bottom
2026-05-04 10:42:45,690 - Bounce Right
2026-05-04 10:42:45,740 - Bounce Right
2026-05-04 10:42:45,771 - Bounce Right
2026-05-04 10:42:45,807 - Bounce Bottom
2026-05-04 10:42:45,807 - Bounce Right
2026-05-04 10:42:45,824 - Bounce Left
2026-05-04 10:42:45,827 - Bounce Bottom
2026-05-04 10:42:45,842 - Bounce Bottom
2026-05-04 10:42:45,858 - Bounce Bottom
2026-05-04 10:42:45,859 - Bounce Bottom
2026-05-04 10:42:45,874 - Bounce Bottom
2026-05-04 10:42:45,890 - Bounce Top
2026-05-04 10:42:45,892 - Bounce Bottom
2026-05-04 10:42:45,907 - Bounce Bottom
2026-05-04 10:42:45,908 - Bounce Left
2026-05-04 10:42:45,923 - Bounce Top
2026-05-04 10:42:45,957 - Bounce Right
2026-05-04 10:42:45,959 - Bounce Left
2026-05-04 10:42:45,989 - Bounce Bottom
2026-05-04 10:42:45,991 - Bounce Left
2026-05-04 10:42:46,006 - Bounce Top
2026-05-04 10:42:46,008 - Bounce Top
2026-05-04 10:42:46,008 - Bounce Top
2026-05-04 10:42:46,059 - Bounce Right
2026-05-04 10:42:46,073 - Bounce Top
2026-05-04 10:42:46,075 - Bounce Right
2026-05-04 10:42:46,123 - Bounce Right
2026-05-04 10:42:46,193 - Bounce Top
2026-05-04 10:42:46,238 - Bounce Bottom
2026-05-04 10:42:46,274 - Bounce Right
2026-05-04 10:42:46,290 - Bounce Left
2026-05-04 10:42:46,340 - Bounce Bottom
2026-05-04 10:42:46,356 - Bounce Right
2026-05-04 10:42:46,391 - Bounce Bottom
2026-05-04 10:42:46,420 - Bounce Right
2026-05-04 10:42:46,438 - Bounce Top
2026-05-04 10:42:46,440 - Bounce Bottom
2026-05-04 10:42:46,471 - Bounce Bottom
2026-05-04 10:42:46,488 - Bounce Top
2026-05-04 10:42:46,507 - Bounce Right
2026-05-04 10:42:46,700 - Bounce Top
